Date,Amount,Category,Description
1/2/2025,3750.56,Health,Health expense
3/10/2025,2219.93,Entertainment,Entertainment expense
5/29/2023,1164.42,Health,Health expense
9/23/2024,1723.5,Entertainment,Entertainment expense
2/26/2024,3397.64,Health,Health expense
12/24/2024,900.27,Health,Health expense
1/17/2024,1324.72,Entertainment,Entertainment expense
9/25/2023,903.54,Transport,Transport expense
5/2/2025,2925.1,Transport,Transport expense
2/7/2024,2723.28,Utilities,Utilities expense
10/27/2023,3151.25,Utilities,Utilities expense
3/6/2023,2598.37,Utilities,Utilities expense
12/2/2025,635.16,Food,Food expense
10/22/2024,392.83,Entertainment,Entertainment expense
9/18/2024,2861.25,Transport,Transport expense
12/16/2023,517.77,Shopping,Shopping expense
4/18/2025,2190.08,Transport,Transport expense
10/19/2023,590.88,Health,Health expense
3/9/2024,1149.09,Utilities,Utilities expense
10/8/2023,140.86,Shopping,Shopping expense
7/24/2024,4134.87,Shopping,Shopping expense
2/16/2024,600.92,Shopping,Shopping expense
5/19/2024,4477.61,Transport,Transport expense
5/2/2025,3927.43,Shopping,Shopping expense
4/11/2023,3576.09,Transport,Transport expense
2/20/2023,1026.52,Health,Health expense
2/27/2023,4883.21,Entertainment,Entertainment expense
8/17/2025,2319.63,Education,Education expense
1/5/2024,3194.67,Entertainment,Entertainment expense
2/28/2025,281.37,Education,Education expense
12/12/2023,4531.57,Food,Food expense
7/28/2024,255.23,Food,Food expense
1/14/2023,2085.5,Transport,Transport expense
5/2/2023,3680.64,Shopping,Shopping expense
6/3/2025,4724.37,Transport,Transport expense
8/16/2024,4505.06,Shopping,Shopping expense
12/25/2023,599.12,Utilities,Utilities expense
4/11/2023,1159.25,Utilities,Utilities expense
1/11/2023,1887.49,Transport,Transport expense
7/25/2025,1686.29,Shopping,Shopping expense
7/23/2025,2531.34,Food,Food expense
9/28/2025,2473.23,Entertainment,Entertainment expense
12/1/2024,4278.3,Shopping,Shopping expense
2/11/2023,3858.66,Health,Health expense
7/11/2023,333.06,Education,Education expense
9/12/2025,4728.5,Transport,Transport expense
5/3/2024,4189.46,Health,Health expense
7/16/2025,3716.99,Utilities,Utilities expense
9/25/2025,2484.91,Transport,Transport expense
8/26/2023,4630.68,Health,Health expense
2/26/2023,4789.45,Transport,Transport expense
3/18/2024,2641.21,Entertainment,Entertainment expense
7/2/2023,2248.71,Health,Health expense
9/20/2025,1595.31,Health,Health expense
9/24/2025,4680.84,Education,Education expense
5/4/2023,1231.53,Entertainment,Entertainment expense
8/8/2023,1795.59,Health,Health expense
10/18/2024,304.78,Health,Health expense
5/12/2024,2933.43,Education,Education expense
1/4/2024,2957.24,Entertainment,Entertainment expense
2/12/2024,654.6,Health,Health expense
1/19/2024,1696.35,Education,Education expense
5/30/2023,4031.97,Food,Food expense
5/3/2024,468.66,Shopping,Shopping expense
11/20/2023,813.76,Education,Education expense
9/17/2023,4774.52,Shopping,Shopping expense
6/8/2025,2311.38,Food,Food expense
8/4/2023,2385.38,Food,Food expense
8/12/2025,4086.49,Health,Health expense
11/12/2024,2429.29,Transport,Transport expense
1/18/2025,3119.1,Food,Food expense
4/26/2024,3461.5,Utilities,Utilities expense
12/19/2024,1987.41,Health,Health expense
4/24/2025,1429.17,Education,Education expense
5/27/2024,792.85,Utilities,Utilities expense
6/20/2024,3023.38,Utilities,Utilities expense
6/15/2024,2111.05,Transport,Transport expense
2/19/2025,2010.46,Entertainment,Entertainment expense
6/18/2025,1409.13,Health,Health expense
8/21/2025,1436.59,Utilities,Utilities expense
4/6/2023,2139.03,Food,Food expense
1/22/2025,1406.34,Utilities,Utilities expense
9/27/2025,401.52,Utilities,Utilities expense
4/24/2023,1166.18,Food,Food expense
7/9/2025,2293.84,Entertainment,Entertainment expense
6/9/2025,1278.43,Shopping,Shopping expense
9/9/2024,1201.01,Food,Food expense
3/20/2024,2335.38,Utilities,Utilities expense
12/12/2025,1930.75,Entertainment,Entertainment expense
10/15/2025,4435.54,Transport,Transport expense
3/31/2025,2633.09,Food,Food expense
10/25/2025,2605.48,Food,Food expense
11/27/2023,2910.24,Education,Education expense
10/17/2023,4848.9,Entertainment,Entertainment expense
4/12/2023,3815.87,Health,Health expense
2/22/2024,1188.7,Education,Education expense
11/16/2025,1775.51,Education,Education expense
12/24/2024,956.9,Health,Health expense
3/29/2023,276.66,Entertainment,Entertainment expense
6/28/2025,3465.39,Transport,Transport expense
9/17/2023,1220.36,Utilities,Utilities expense
2/11/2025,1291.51,Health,Health expense
9/16/2023,161.1,Utilities,Utilities expense
5/11/2024,2248.78,Transport,Transport expense
1/20/2024,3964.5,Education,Education expense
1/21/2023,3241.69,Entertainment,Entertainment expense
1/4/2024,2770.58,Transport,Transport expense
5/26/2023,1402.02,Education,Education expense
10/9/2025,1419.01,Shopping,Shopping expense
1/9/2025,3023.7,Entertainment,Entertainment expense
10/31/2025,379.83,Food,Food expense
8/27/2024,739.85,Food,Food expense
2/14/2024,4806.78,Utilities,Utilities expense
6/11/2024,2078.18,Food,Food expense
10/1/2024,3344.21,Food,Food expense
11/6/2023,4226.06,Transport,Transport expense
10/8/2025,1001.31,Health,Health expense
1/4/2025,4930.6,Shopping,Shopping expense
2/8/2023,4252.96,Entertainment,Entertainment expense
2/28/2024,4081.83,Education,Education expense
7/29/2024,2746.5,Shopping,Shopping expense
11/7/2025,3304.07,Health,Health expense
1/7/2025,2069.83,Health,Health expense
3/30/2025,2750.09,Food,Food expense
12/28/2024,4631.66,Utilities,Utilities expense
7/28/2025,2739.74,Transport,Transport expense
5/11/2025,2680.13,Shopping,Shopping expense
5/14/2024,4501.5,Education,Education expense
6/25/2024,3681.33,Transport,Transport expense
1/26/2024,882.99,Education,Education expense
12/19/2024,4451.0,Utilities,Utilities expense
7/5/2025,2150.66,Shopping,Shopping expense
5/19/2023,1919.99,Health,Health expense
9/12/2025,1500.03,Utilities,Utilities expense
12/28/2023,4126.34,Health,Health expense
5/24/2024,3612.56,Utilities,Utilities expense
6/21/2024,2427.92,Health,Health expense
4/15/2023,1645.73,Entertainment,Entertainment expense
11/14/2025,1885.4,Utilities,Utilities expense
3/28/2025,2944.27,Utilities,Utilities expense
5/28/2023,997.52,Transport,Transport expense
1/3/2023,2403.4,Food,Food expense
12/10/2025,3305.95,Food,Food expense
6/25/2024,1827.96,Education,Education expense
1/18/2023,3521.35,Health,Health expense
5/14/2023,4906.92,Entertainment,Entertainment expense
11/27/2024,4416.31,Utilities,Utilities expense
12/22/2025,2036.07,Entertainment,Entertainment expense
1/7/2024,3542.32,Transport,Transport expense
1/30/2023,4337.85,Shopping,Shopping expense
3/10/2024,1365.43,Education,Education expense
2/18/2024,3783.33,Food,Food expense
11/24/2025,1920.28,Health,Health expense
6/15/2023,2046.93,Transport,Transport expense
11/15/2023,2680.82,Utilities,Utilities expense
12/3/2024,2085.12,Food,Food expense
12/6/2023,4393.61,Health,Health expense
1/24/2025,3330.62,Education,Education expense
6/15/2023,2311.86,Shopping,Shopping expense
12/17/2025,3116.19,Shopping,Shopping expense
11/26/2025,2923.96,Education,Education expense
11/4/2024,4424.12,Education,Education expense
10/21/2024,1627.67,Food,Food expense
5/26/2024,838.0,Health,Health expense
12/30/2025,4583.32,Health,Health expense
11/25/2023,1217.64,Entertainment,Entertainment expense
2/20/2023,4934.48,Education,Education expense
10/2/2023,4775.93,Shopping,Shopping expense
10/28/2025,3268.65,Entertainment,Entertainment expense
12/8/2023,4797.95,Transport,Transport expense
8/23/2023,4732.1,Shopping,Shopping expense
3/9/2024,3046.86,Entertainment,Entertainment expense
3/31/2025,2428.09,Health,Health expense
11/28/2024,4872.79,Transport,Transport expense
5/31/2024,803.58,Food,Food expense
11/18/2024,3553.6,Shopping,Shopping expense
12/17/2025,2450.06,Shopping,Shopping expense
4/27/2025,4485.18,Transport,Transport expense
1/29/2025,1443.97,Entertainment,Entertainment expense
6/27/2025,4655.05,Shopping,Shopping expense
1/24/2023,3248.43,Food,Food expense
12/6/2023,4242.31,Utilities,Utilities expense
10/2/2025,1519.16,Education,Education expense
12/4/2023,4921.46,Food,Food expense
6/1/2025,4812.9,Health,Health expense
6/10/2025,2869.58,Transport,Transport expense
9/17/2025,1606.72,Health,Health expense
8/4/2023,2467.92,Shopping,Shopping expense
9/15/2024,4646.46,Food,Food expense
11/12/2025,2027.11,Transport,Transport expense
7/9/2024,2119.53,Health,Health expense
3/4/2023,3369.15,Utilities,Utilities expense
12/26/2025,3206.37,Health,Health expense
6/19/2023,1668.6,Shopping,Shopping expense
10/27/2024,1590.85,Utilities,Utilities expense
3/12/2025,3750.44,Utilities,Utilities expense
5/19/2024,3472.98,Health,Health expense
5/18/2023,917.63,Education,Education expense
10/17/2024,4736.0,Shopping,Shopping expense
10/2/2023,4025.21,Entertainment,Entertainment expense
4/27/2025,3156.18,Food,Food expense
12/26/2025,2184.71,Health,Health expense
2/1/2023,4880.09,Transport,Transport expense
8/2/2024,2479.48,Food,Food expense
3/16/2024,3103.25,Entertainment,Entertainment expense
8/16/2023,536.93,Entertainment,Entertainment expense
2/18/2023,4783.95,Shopping,Shopping expense
1/18/2024,3416.17,Transport,Transport expense
5/21/2024,2020.56,Utilities,Utilities expense
1/19/2023,4594.17,Education,Education expense
1/10/2024,327.53,Shopping,Shopping expense
1/25/2023,2612.44,Entertainment,Entertainment expense
10/11/2024,1974.9,Transport,Transport expense
7/7/2025,1438.36,Transport,Transport expense
3/16/2024,723.55,Transport,Transport expense
7/16/2024,1153.47,Food,Food expense
7/18/2023,476.84,Food,Food expense
8/4/2024,3534.36,Education,Education expense
6/8/2024,3896.18,Food,Food expense
9/13/2024,1142.18,Health,Health expense
11/28/2023,1742.33,Education,Education expense
1/29/2023,3257.09,Utilities,Utilities expense
12/26/2025,4406.51,Entertainment,Entertainment expense
8/17/2025,1257.51,Health,Health expense
12/4/2025,4005.0,Health,Health expense
2/5/2025,61.08,Food,Food expense
3/15/2024,2439.19,Shopping,Shopping expense
7/27/2025,2291.18,Transport,Transport expense
3/8/2023,2091.41,Transport,Transport expense
2/14/2024,2951.63,Shopping,Shopping expense
1/10/2024,365.86,Education,Education expense
12/20/2025,3948.6,Transport,Transport expense
1/21/2025,2330.53,Transport,Transport expense
10/1/2025,3728.92,Entertainment,Entertainment expense
6/14/2025,3578.33,Food,Food expense
7/5/2025,4717.37,Health,Health expense
2/9/2023,345.26,Entertainment,Entertainment expense
12/3/2025,1958.49,Shopping,Shopping expense
3/26/2025,4966.34,Utilities,Utilities expense
3/5/2024,4140.88,Food,Food expense
9/14/2025,4661.48,Health,Health expense
4/8/2025,3862.53,Food,Food expense
3/27/2024,2159.06,Health,Health expense
12/1/2024,4918.62,Entertainment,Entertainment expense
12/25/2025,4352.03,Education,Education expense
11/10/2025,3610.69,Shopping,Shopping expense
7/25/2025,4351.72,Entertainment,Entertainment expense
3/2/2025,2076.36,Utilities,Utilities expense
6/27/2025,4824.42,Health,Health expense
8/23/2025,2619.83,Shopping,Shopping expense
9/10/2023,3085.28,Entertainment,Entertainment expense
6/16/2023,4733.01,Shopping,Shopping expense
9/4/2025,127.88,Shopping,Shopping expense
8/17/2023,794.28,Food,Food expense
5/14/2024,4489.29,Transport,Transport expense
7/25/2023,3921.71,Health,Health expense
10/12/2025,1070.11,Food,Food expense
9/2/2025,1960.43,Transport,Transport expense
3/17/2024,769.26,Health,Health expense
11/11/2025,2259.52,Health,Health expense
2/15/2024,4766.8,Education,Education expense
3/14/2024,4183.66,Education,Education expense
10/2/2023,4853.77,Shopping,Shopping expense
9/28/2025,411.08,Food,Food expense
10/5/2023,4346.55,Health,Health expense
6/22/2023,4759.01,Transport,Transport expense
8/1/2025,1586.55,Utilities,Utilities expense
6/11/2023,3936.15,Entertainment,Entertainment expense
12/6/2024,1178.42,Health,Health expense
6/7/2023,321.85,Transport,Transport expense
11/21/2024,1333.74,Entertainment,Entertainment expense
9/2/2023,485.67,Transport,Transport expense
2/15/2024,3846.3,Entertainment,Entertainment expense
5/24/2023,4498.34,Entertainment,Entertainment expense
5/21/2025,3505.2,Food,Food expense
12/10/2023,1535.76,Health,Health expense
9/10/2024,1450.89,Shopping,Shopping expense
2/2/2025,1373.09,Utilities,Utilities expense
2/13/2024,3337.35,Health,Health expense
3/30/2025,3455.61,Transport,Transport expense
3/12/2024,1681.39,Food,Food expense
10/12/2024,2235.63,Food,Food expense
10/7/2024,1833.83,Shopping,Shopping expense
7/6/2025,951.02,Shopping,Shopping expense
1/31/2023,4393.15,Food,Food expense
1/9/2025,3887.16,Entertainment,Entertainment expense
5/28/2025,2288.12,Transport,Transport expense
4/2/2023,3365.35,Food,Food expense
7/13/2023,2699.49,Transport,Transport expense
6/6/2023,1537.77,Health,Health expense
4/7/2025,3694.87,Health,Health expense
8/15/2023,2785.24,Shopping,Shopping expense
4/23/2025,2904.25,Utilities,Utilities expense
12/8/2024,3493.25,Education,Education expense
11/10/2025,965.64,Food,Food expense
9/4/2025,3846.51,Utilities,Utilities expense
6/25/2023,2662.64,Food,Food expense
9/26/2023,1244.09,Food,Food expense
6/26/2023,767.97,Entertainment,Entertainment expense
8/16/2023,1199.62,Food,Food expense
7/13/2024,980.22,Entertainment,Entertainment expense
4/23/2024,907.44,Entertainment,Entertainment expense
4/17/2023,3577.59,Utilities,Utilities expense
5/20/2023,2453.06,Health,Health expense
9/21/2023,1183.49,Entertainment,Entertainment expense
12/29/2025,3983.26,Food,Food expense
11/26/2023,1671.81,Food,Food expense
1/17/2023,1041.24,Shopping,Shopping expense
10/29/2023,4859.04,Transport,Transport expense
4/14/2024,2885.2,Health,Health expense
3/19/2024,1301.65,Shopping,Shopping expense
12/11/2023,1823.52,Health,Health expense
10/27/2025,4820.13,Transport,Transport expense
5/29/2025,2283.57,Transport,Transport expense
1/9/2025,3226.18,Shopping,Shopping expense
5/15/2025,2297.68,Transport,Transport expense
5/8/2024,230.34,Health,Health expense
12/21/2025,553.7,Transport,Transport expense
1/12/2025,2362.35,Health,Health expense
6/28/2025,2750.54,Food,Food expense
11/10/2023,3825.43,Entertainment,Entertainment expense
6/22/2025,2551.95,Health,Health expense
11/18/2024,328.36,Food,Food expense
6/29/2024,2289.2,Entertainment,Entertainment expense
1/8/2025,4164.2,Utilities,Utilities expense
1/1/2023,484.16,Transport,Transport expense
9/11/2023,1882.73,Education,Education expense
9/13/2024,4138.03,Education,Education expense
10/25/2025,2248.36,Shopping,Shopping expense
11/26/2023,3191.25,Utilities,Utilities expense
4/10/2023,1189.12,Education,Education expense
12/1/2025,1771.36,Shopping,Shopping expense
5/6/2025,2963.43,Transport,Transport expense
9/18/2024,4670.33,Health,Health expense
7/11/2023,4311.56,Food,Food expense
10/21/2024,2682.68,Utilities,Utilities expense
8/17/2024,2994.99,Utilities,Utilities expense
4/22/2024,3454.33,Health,Health expense
1/13/2025,4486.1,Shopping,Shopping expense
3/6/2025,4882.05,Shopping,Shopping expense
5/22/2025,1697.35,Education,Education expense
3/18/2024,4175.59,Transport,Transport expense
1/31/2025,2250.14,Transport,Transport expense
8/29/2025,3111.54,Transport,Transport expense
3/22/2024,4368.09,Entertainment,Entertainment expense
9/13/2025,1552.09,Education,Education expense
5/30/2024,3981.43,Utilities,Utilities expense
11/20/2025,3943.91,Transport,Transport expense
4/3/2025,530.9,Transport,Transport expense
12/1/2024,4790.81,Shopping,Shopping expense
1/12/2025,3677.04,Food,Food expense
3/26/2025,2145.5,Shopping,Shopping expense
7/28/2025,375.76,Utilities,Utilities expense
8/27/2024,1679.47,Health,Health expense
9/3/2024,646.48,Utilities,Utilities expense
11/25/2024,3401.79,Shopping,Shopping expense
4/8/2023,1722.48,Food,Food expense
8/26/2025,3149.58,Utilities,Utilities expense
12/28/2025,1356.26,Shopping,Shopping expense
1/30/2024,880.04,Transport,Transport expense
4/10/2023,1984.52,Health,Health expense
7/28/2025,658.96,Education,Education expense
2/23/2024,280.59,Transport,Transport expense
1/6/2023,4288.8,Shopping,Shopping expense
2/11/2024,1628.18,Food,Food expense
4/15/2025,4203.5,Shopping,Shopping expense
